merchant_name,category,random_products,merchant_description
"Raja Bebek, Arjuna",Ayam & bebek/Jajanan/Aneka nasi,"['Nasi Bebek Goreng Paha Sambel Kecap', 'Telor Dadar/Ceplok', 'Pisang Keju Durian', 'Nasi Ayam Goreng Paha Sambel Pencit', 'Nasi Babat Goreng']","Raja Bebek, Arjuna, adalah pilihan sempurna bagi pecinta hidangan ayam dan bebek yang menggugah selera. Menyediakan beragam jajanan dan aneka nasi, Anda dapat menikmati menu seperti Nasi Bebek Goreng Paha Sambel Kecap dan Nasi Ayam Goreng Paha Sambel Pencit yang kaya rasa. Jangan lewatkan juga kudapan manis seperti Pisang Keju Durian yang cocok untuk menambah pengalaman kuliner Anda."
Rakoes Mulyorejo,Aneka nasi,"['Nasi Goreng Kampoeng', 'Nasi Goreng Sambal Matah', 'Nasi Goreng Osaka', 'Nasi Goreng Gila', 'Extra Kulit Ayam Krispy']","Rakoes Mulyorejo adalah toko yang menyajikan aneka nasi dengan cita rasa khas yang menggugah selera. Dari Nasi Goreng Kampoeng yang otentik hingga Nasi Goreng Sambal Matah yang pedas menyegarkan, setiap hidangan diracik dengan bahan berkualitas untuk memanjakan lidah Anda. Nikmati pula variasi unik seperti Nasi Goreng Osaka dan pilihan ekstra seperti Kulit Ayam Krispy yang pasti membuat pengalaman kuliner Anda semakin memuaskan."
Robakus Pahlawan,Roti/Jajanan/Minuman,"['Roti Bakar / Kukus Puff Pastry Nutella', 'Roti Bakar Puff Pastry Tiramisu', 'Blackforest Ice', 'Matcha Milk Ice', 'Indomie Ayam BBQ']","Robakus Pahlawan adalah toko yang menyajikan berbagai pilihan roti, jajanan, dan minuman lezat yang siap memanjakan lidah Anda. Dari Roti Bakar Puff Pastry dengan isian Nutella yang manis hingga es krim Blackforest yang menyegarkan, setiap produk di sini membawa cita rasa unik yang patut dicoba. Selain itu, Anda juga dapat menikmati pilihan populer lainnya seperti Matcha Milk Ice dan Indomie Ayam BBQ untuk melengkapi pengalaman kuliner yang mengesankan."
"Rocket Chicken, Gresik",Ayam & bebek/Jajanan/Cepat saji,"['Mie Goreng', 'Rocket 5', 'Rocket 7', 'Geprek 1', 'TERASI 1']","Rocket Chicken di Gresik adalah surga bagi pecinta ayam dan bebek, serta jajanan cepat saji yang menggugah selera. Dengan berbagai pilihan menu yang menggoda, Anda dapat menikmati hidangan seperti Mie Goreng dan variasi Rocket yang spesial. Setiap sajian disiapkan dengan bahan berkualitas, memberikan cita rasa autentik dan kepuasan yang memuaskan."
SEBLAK BANDUNG 86,Jajanan,"['Es Nutrisari Markisa', 'Pentol Krikil 15pcs', 'Baso Ikan', 'Scalop 4 Pcs', 'CHIKUWA']","SEBLAK BANDUNG 86 adalah toko yang menawarkan berbagai jajanan khas dengan cita rasa yang menggugah selera. Nikmati aneka pilihan kuliner lezat seperti Es Nutrisari Markisa yang menyegarkan, hingga Pentol Krikil yang menggugah selera. Setiap produk, seperti Baso Ikan dan Scalop, dibuat dengan bahan berkualitas untuk memuaskan selera penggemar jajanan."
SEBLAK BANDUNG NETIZEN,Jajanan/Cepat saji/Bakmie,"['TAHU WALIK 12PCS', 'Seblak Bandung Bakso', 'Pop Ice Strawberry', 'Nutrisari Jeruk', 'SEBLAK BANDUNG NETIZEN+PILUS']","SEBLAK BANDUNG NETIZEN menghadirkan berbagai jajanan cepat saji yang menggugah selera, khususnya bagi penggemar seblak otentik. Toko ini menawarkan beragam pilihan produk, mulai dari Tahu Walik yang renyah hingga Seblak Bandung Bakso yang kaya rasa, serta aneka minuman segar seperti Pop Ice Strawberry dan Nutrisari Jeruk. Nikmati kelezatan camilan yang praktis dan memuaskan di setiap waktu!"
SEBLAK GACOR,Jajanan/Cepat saji,"['Sosis 1pcs', 'Seblak Sosis Level 1-3', 'Seblak Cilok Lv 1-3', 'Cilok Kuah Seblak', 'Seblak Vaforit Lv 1-3']","SEBLAK GACOR adalah tempat terbaik untuk mengisi perut dengan jajanan cepat saji yang menggugah selera. Menawarkan berbagai pilihan seblak yang nikmat, mulai dari Seblak Sosis hingga Cilok Kuah Seblak, setiap menu diracik dengan bumbu khas yang menggoda. Nikmati sensasi pedas dan lezat yang bisa disesuaikan dengan tingkat kepedasan sesuai selera Anda!"
"SEPASI CAFE, Gayungan",Aneka nasi/Ayam & bebek/Kopi,"['Chocolate Latte', 'Korean Garlic Soy Fried Chicken', 'Hibiscus Tea Ice', 'Ice Americano', 'Creme Berry Latte']","SEPASI CAFE di Gayungan menawarkan aneka hidangan nasi, ayam, dan bebek yang menggugah selera, disertai pilihan kopi berkualitas tinggi. Nikmati kombinasi cita rasa yang unik dengan menu seperti Korean Garlic Soy Fried Chicken dan berbagai minuman segar seperti Hibiscus Tea Ice. Dengan suasana yang nyaman, SEPASI CAFE adalah tempat ideal untuk menikmati santapan lezat dan menghabiskan waktu bersama teman."
"Sang Pisang, Surabaya",Jajanan,"['Banroll Cheese', 'Banroll Strawberry', 'Naget Green Tea', 'Banroll Tiramisu', 'Naget Vanilla']","Sang Pisang di Surabaya adalah tempat yang tepat untuk menikmati jajanan kekinian dengan kualitas terbaik. Dengan berbagai pilihan menarik, seperti Banroll Cheese dan Naget Green Tea, toko ini menawarkan kombinasi cita rasa yang lezat dan inovatif. Temukan kenikmatan baru dalam setiap gigitan dan jadikan momen bersantap Anda lebih istimewa."
"Sari Rasa, Mojosari",Bakmie/Chinese/Aneka nasi,"['Mie Goreng', 'Kwe Hwa Hai', 'Kwe Hwa Hai', 'Sup Asparagus', 'Angsio Hibien']","Sari Rasa di Mojosari menyajikan beragam hidangan lezat yang menggabungkan cita rasa oriental dengan keanekaragaman nasi. Dengan pilihan seperti Mie Goreng yang menggugah selera, Sup Asparagus yang segar, dan Kwe Hwa Hai yang manis, setiap hidangan diracik dengan bahan berkualitas untuk memanjakan lidah Anda. Temukan pengalaman kuliner yang memuaskan di Sari Rasa, tempat yang cocok untuk pencinta masakan Bakmie dan Chinese."
"Satria Roti, Kartini",Roti,"['Chiffon Cake Pandan', 'Choco Chip Cookies / Kue Kering', 'Galaxy Korean Bento / Dosirak Cake', 'Cupcakes Flower Set', 'Cupcakes Animal Set']","Satria Roti, Kartini, adalah toko roti yang menyajikan beragam kue dan camilan lezat untuk memanjakan lidah Anda. Dari Chiffon Cake Pandan yang lembut hingga Choco Chip Cookies yang renyah, setiap produk dibuat dengan bahan berkualitas tinggi dan penuh cinta. Temukan juga kreativitas kami dalam Galaxy Korean Bento dan cupcake unik yang cocok untuk berbagai kesempatan."
"Satria Roti, Wiyung",Roti,"['Finger Almond Cookies / Kue Kering', 'Red Velvet Dessert Box', 'Flowers Korean Bento / Dosirak Cake', 'Lekker Holland', 'Sponge Bob - Character Cake']","Satria Roti di Wiyung menyajikan berbagai pilihan roti dan kue yang menggugah selera, memadukan cita rasa tradisional dan modern. Dari Finger Almond Cookies yang renyah hingga Red Velvet Dessert Box yang lembut, setiap produk menawarkan pengalaman yang unik. Nikmati juga kreasi menarik lainnya seperti Flowers Korean Bento dan karakter kue Sponge Bob yang pasti disukai oleh semua kalangan."
"Seafood Narako, Gubeng",Seafood,"['Mineral 600ml', 'Kerang Saos', 'Apapun Makanannya... Ketik Salah Satu Saosnya ( GRATIS )', 'Lobster 1- 2 Ekor', 'Paket Large Kepiting ( 2 Orang )']","Seafood Narako di Gubeng menyajikan beragam hidangan laut segar yang siap memanjakan lidah Anda. Nikmati pilihan menarik seperti Lobster, Kerang Saos, serta paket Kepiting yang cocok untuk dinikmati bersama teman atau keluarga. Selain itu, kami juga menawarkan mineral untuk melengkapi pengalaman bersantap Anda dengan lengkap."
"Seblak Bundaa, Wonoayu",Cepat saji/Jajanan,"['Soes Coklat', 'Jepit Roll Gulung', 'Nutrisari Jeruk Peras', 'Astor Coklat', 'Kerupuk Seblak']","Seblak Bundaa di Wonoayu adalah pilihan tepat untuk Anda yang mencari jajanan cepat saji yang lezat. Tawarkan berbagai pilihan camilan, mulai dari Soes Coklat hingga Kerupuk Seblak yang menggiurkan, setiap produk dijamin memuaskan selera. Nikmati berbagai rasa yang kaya dan segar, cocok untuk menemani hari-hari sibuk Anda!"
"Seblak Dan Mie Ayam Kopi Santai Gkb, Jl Kalimantan 103 Gkb",Jajanan/Bakmie/Minuman,"['Milkshake Cappucino', 'Thai Grenn Tea', 'Es Cappucino', 'Nugget Ayam', 'Seblak Original (Seblak Suki Tanpa Topping)']","Seblak Dan Mie Ayam Kopi Santai Gkb adalah tempat yang pas untuk menikmati berbagai jajanan dan bakmi yang menggugah selera di Jl Kalimantan 103. Kami menyajikan beragam minuman menyegarkan seperti Milkshake Cappucino dan Thai Green Tea, serta hidangan lezat seperti Seblak Original dan Nugget Ayam. Dengan suasana santai, setiap kunjungan dijamin menjadi pengalaman kuliner yang memuaskan."
"Seblak Gobyos, Jemursari",Jajanan,"['Seblak Batagor + Pop Ice', 'Pristine 400ml', 'Telur Puyuh', 'Seblak Batagor Asli Bandung', 'Seblak Komplit + Es Teh']","Seblak Gobyos di Jemursari adalah tempat yang tepat bagi pecinta jajanan khas Indonesia. Tawarkan berbagai pilihan yang menggugah selera, mulai dari Seblak Batagor yang lezat hingga kombinasi seblak komplit yang menyegarkan dengan es teh. Pastikan untuk mencoba telur puyuh sebagai pelengkap nikmat dalam setiap hidangan."
"Seblak Gobyos, Sedati",Jajanan,"['Seblak Batagor Asli Bandung', 'Seblak kepala Ayam', 'Nasi Usus Sapi .', 'Strawbery Yakult', 'Chocolate Blend']","Seblak Gobyos di Sedati menyajikan berbagai jajanan lezat yang menggugah selera, dengan fokus pada seblak otentik dan inovatif. Nikmati sajian seperti Seblak Batagor Asli Bandung yang menggoda, atau eksplorasi rasa unik lainnya seperti Seblak Kepala Ayam dan Nasi Usus Sapi. Selain itu, jangan lewatkan minuman segar seperti Strawberry Yakult dan Chocolate Blend untuk melengkapi pengalaman kuliner Anda."
Seblak Radja Sukodono,Minuman/Jajanan/Bakso & soto,"['Seblak Crab Stick Special', 'Sosis', 'Seblak Pentol Special', 'Ceker', 'Baso Aci Kikil']","Seblak Radja Sukodono adalah tempat yang tepat untuk menikmati berbagai minuman dan jajanan khas Indonesia. Nikmati kelezatan seblak dan bakso dalam berbagai varian, seperti Seblak Crab Stick Special dan Seblak Pentol Special, serta jajanan lainnya yang menggugah selera, seperti sosis dan ceker. Setiap hidangan disiapkan dengan resep autentik dan bahan berkualitas, menjadikan pengalaman kuliner Anda semakin memuaskan."
Semangkok Rempah,Minuman/Aneka nasi/Cepat saji,"['Nasi Udang Pedas Wangi Lengkap', 'Nasi Telur Pedas Wangi', 'Telur Ceplok', 'Ice Java Tea', 'Sambal Terasi']","Semangkok Rempah adalah toko yang menghadirkan cita rasa autentik melalui aneka nasi, minuman, dan cepat saji. Dengan pilihan menarik seperti Nasi Udang Pedas Wangi Lengkap dan Ice Java Tea, Anda dapat menikmati hidangan yang menggugah selera dalam waktu singkat. Temukan perpaduan sempurna antara rasa dan kenyamanan di setiap sajian kami."
Signora Pasta,Barat/Cepat saji/Pizza & pasta,"['Pizza Capricciosa', 'Pizza Genovese', 'Pizza Signora', 'Pizza Marinara', 'Spaghetti Aglio E Olio']","Signora Pasta menawarkan pengalaman kuliner Barat yang menggugah selera dengan fokus pada sajian cepat saji pizza dan pasta. Dengan kombinasi cita rasa autentik, Anda dapat menikmati berbagai pilihan menu, mulai dari Pizza Capricciosa yang kaya bahan hingga Spaghetti Aglio E Olio yang sederhana namun lezat. Temukan kelezatan setiap gigitan di Signora Pasta!"
Sinbad Kebab & Burger,Timur Tengah/Jajanan,"['Duo Kebab Beef', 'Kebab Double Beef', 'Combo 3', 'Beef Burger Patties', 'Ovaltine']","Sinbad Kebab & Burger adalah tempat yang tepat untuk penggemar jajanan Timur Tengah yang menggugah selera. Dengan koleksi produk berkualitas seperti Duo Kebab Beef dan Kebab Double Beef, kami menyajikan cita rasa otentik yang pasti memuaskan. Nikmati juga kombinasi menarik dalam Combo 3 serta kelezatan Beef Burger Patties, menjadikan setiap kunjungan Anda semakin istimewa."
Sioke Siobak ADAM,Chinese,"['Nasi Campur Adam', 'Siobak Asin Per Ons', 'Nasi Jasio (Siobak Manis)', 'Siobak Asin Kriuk Per Setengah Kg', 'Nasi Loobak']","Sioke Siobak ADAM adalah toko yang menawarkan beragam hidangan lezat dalam kategori kuliner China, dengan fokus pada siobak yang autentik dan menggugah selera. Dari Nasi Campur Adam yang memuaskan hingga Siobak Asin Kriuk yang renyah, setiap produk diracik dengan bahan berkualitas untuk memastikan pengalaman makan yang tak terlupakan. Temukan juga variasi nasi yang disajikan dengan cita rasa khas, siap memanjakan lidah Anda."
"Sistersfood, Purworejo",Sate/Jajanan/Ayam & bebek,"['Bakmie', 'Es Teh', 'Chicken Salted Egg', 'Lalapan Ikan Lele', 'Sambel Pencit']","Sistersfood di Purworejo adalah tempat yang tepat untuk pencinta sate serta jajanan ayam dan bebek. Dengan berbagai pilihan menu, Anda bisa menikmati kuliner yang menggugah selera, mulai dari Bakmie yang kenyal hingga Chicken Salted Egg yang creamy. Jangan lewatkan juga kesegaran Es Teh dan menu lainnya yang siap memanjakan lidah Anda!"
Slea Kitchen,Cepat saji/Aneka nasi/Chinese,"['Bubur Ayam Sayur Asin', 'Bubur Ayam Polos', 'Nasi Bakmoy Ayam']","Slea Kitchen adalah pilihan tepat bagi pecinta makanan cepat saji yang menawarkan berbagai jenis nasi dan hidangan Chinese yang menggugah selera. Nikmati sensasi rasa yang kaya dari olahan seperti Bubur Ayam Sayur Asin dan Nasi Bakmoy Ayam yang siap memanjakan lidah Anda. Dengan menu beragam dan kualitas bahan yang terjaga, Slea Kitchen menyediakan kelezatan praktis untuk setiap kesempatan."
"So Young, Sambikerep",Sweets,"['Lemonade Yakult', 'Strawberry So Young', 'Croffle Cake 0', 'Original 3 pcs', 'Sweet  Croffle 8pcs']","So Young, Sambikerep adalah toko yang menyajikan berbagai pilihan makanan manis yang menggugah selera. Dengan inovasi dalam setiap produk, seperti Lemonade Yakult yang menyegarkan dan Croffle Cake yang lembut, toko ini menawarkan pengalaman memanjakan lidah yang tidak boleh dilewatkan. Temukan kelezatan dalam setiap gigitan dan nikmati beragam suguhan manisnya."
Sosis Bakar KN,Cepat saji/Seafood,"['Bakso Bakar', 'Choco Silverqueen Ice', 'Sosis Bakar Merah', 'Bakso Bakar', 'Bola Kepiting']","Sosis Bakar KN adalah toko cepat saji yang spesialis dalam sajian seafood dan makanan bakar yang menggugah selera. Nikmati berbagai pilihan kreasi lezat seperti Sosis Bakar Merah yang juicy, Bakso Bakar yang kenyal, dan camilan manis Choco Silverqueen Ice. Dengan kualitas bahan terbaik, setiap gigitan menjanjikan pengalaman nikmat yang tak terlupakan."
"Spikoe Lusiana, Rungkut",Jajanan/Roti,"['Nastar', 'Mooncake Per Pc', 'Brownies', 'Almond Choco Cheese', 'Spikoe Kuno Lusi']","Spikoe Lusiana di Rungkut adalah tempat yang tepat untuk menemukan aneka jajanan roti yang menggugah selera. Dengan berbagai pilihan produk seperti nastar, mooncake, dan brownies, setiap kunjungan akan menawarkan cita rasa yang khas dan kualitas terbaik. Temukan juga keunikan Spikoe Kuno Lusi dan Almond Choco Cheese yang siap memanjakan lidah Anda di setiap gigitannya."
"StepUp Donut, Mulyorejo",Jajanan/Sweets,"['Choco Berry', 'Strawberry Surprise', 'Choco Blaze', 'Classy Choco', 'Chocomondo']","StepUp Donut di Mulyorejo adalah surga bagi pecinta jajanan manis yang menawarkan berbagai pilihan donut unik dan menggugah selera. Dengan rasa yang bervariasi seperti Choco Berry dan Strawberry Surprise, setiap gigitan menjanjikan pengalaman yang menggembirakan. Temukan kreasi lezat lainnya seperti Choco Blaze dan Classy Choco, yang akan memuaskan hasrat Anda akan camilan manis."
"Street Food, Deltasari",Jajanan/Seafood,"['Chicken Karage', 'Beef Bacon Cheese Egg', 'Original Beef Bowl', 'Beef Yakiniku Egg Yold', 'Ikan Cakalang']","Deltasari adalah toko street food yang menyajikan berbagai jajanan lezat dengan sentuhan seafood dan makanan khas yang menggugah selera. Kami menawarkan pilihan unik seperti Chicken Karage dan Ikan Cakalang, serta kreasi baru yang memadukan bumbu lokal dan segar seperti Beef Yakiniku Egg Yold. Setiap hidangan kami dirancang untuk memberikan pengalaman kuliner yang tersendiri dan memuaskan bagi penggemar makanan jalanan."
Subsidi,Minuman/Aneka nasi/Bakmie,"['Es Teh Manis', 'Mie Goreng', 'Nasi Goreng', 'Telur Dadar']","Subsidi adalah toko yang menyajikan berbagai pilihan minuman dan hidangan berbasis nasi serta bakmi yang menggugah selera. Dengan menu andalan seperti Es Teh Manis yang menyegarkan, Mie Goreng yang kaya rasa, dan Nasi Goreng yang lezat, setiap sajian kami dibuat dengan bahan berkualitas untuk memuaskan lidah Anda. Nikmati juga variasi telur dadar yang sempurna untuk melengkapi pengalaman bersantap Anda di Subsidi."
Suka Kepiting,Seafood,"['Kerang Hijau Lada Hitam', 'Cumi Asam Manis', 'Nasi Goreng Udang', 'KT Garlic Butter / Ekor', 'Es Kunyit Asam']","Suka Kepiting adalah toko seafood yang menyajikan berbagai hidangan lezat dengan bahan-bahan segar dan berkualitas. Dari kerang hijau lada hitam yang menggugah selera hingga cumi asam manis yang nikmat, setiap hidangan diracik dengan penuh perhatian. Nikmati juga pilihan spesial kami seperti nasi goreng udang dan KT Garlic Butter untuk pengalaman kuliner yang tak terlupakan."
"Sushikun, BG Junction",Jepang,"['Aburi Salmon Mentai', 'Tiger Chicken Roll', 'Aburi Chicken Cheese Roll', 'Wagyu Sushi', 'Inari Kani Mentai']","Sushikun di BG Junction menawarkan pengalaman kuliner otentik Jepang yang menggugah selera. Dengan beragam pilihan sushi dan roll yang kreatif, seperti Aburi Salmon Mentai dan Wagyu Sushi, toko ini menjadi destinasi sempurna bagi para pecinta sushi. Sushikun menyajikan kombinasi cita rasa tradisional dan inovasi modern dalam setiap hidangannya."
"Sushikun, Royal Plaza",Jajanan,"['Blooming Salmon', 'Chiku Roll', 'Nihon Unagi', 'Paket San-KUN', 'Unagi Roll']","Sushikun di Royal Plaza menyajikan jajanan khas Jepang yang menggugah selera, dengan beragam pilihan sushi dan roll yang berkualitas. Anda dapat menikmati kreasi unik seperti Blooming Salmon dan Chiku Roll, serta menu spesial seperti Paket San-KUN untuk pengalaman bersantap yang lengkap. Setiap hidangan diracik dengan penuh perhatian, menjadikan setiap gigitan sebagai petualangan rasa yang otentik."
Susu Kocok Kita,Cepat saji/Minuman/Jajanan,"['Susu Kocok Boba Greantea/macca', 'Susu Kocok Boba Stowbery', 'Susu Kocok Boba Mangga', 'Susu Kocok Boba Red Velvet', 'Susu Kocok Boba Capucino']","Susu Kocok Kita adalah destinasi sempurna bagi pecinta cepat saji dan minuman segar. Kami menyajikan jajanan unik dengan berbagai varian susu kocok yang menggugah selera, seperti Susu Kocok Boba Greantea hingga Susu Kocok Boba Red Velvet. Setiap racikan kami mengutamakan kualitas dan rasa yang memuaskan, membuat setiap tegukan menjadi pengalaman yang tidak terlupakan."
"Suweger, Ngelom",Minuman/Sweets/Kopi,"['Choco Origin', 'Es Kopi Susu Caramel', 'Original Thai Tea 1 L', 'Mango Yakult Medium', 'Cookies N Cream M']","Suweger Ngelom adalah tempat yang sempurna bagi pecinta minuman dan camilan manis. Menawarkan beragam pilihan yang menggugah selera seperti Es Kopi Susu Caramel dan Original Thai Tea, toko ini siap memanjakan lidah Anda dengan rasa yang autentik. Jangan lewatkan juga pilihan camilan kami seperti Cookies N Cream M yang cocok untuk menemani waktu bersantai Anda."
"Suweger, Tropodo",Minuman/Sweets/Kopi,"['Special Cookies N Cream + Oreo + Ice Cream', 'Taro Latte L', 'Lovely Chocoberry M', 'Hot Red Velvet', 'Choco Origin']","Suweger, Tropodo menyajikan berbagai minuman dan camilan manis yang menggoda selera. Dengan pilihan menarik seperti Taro Latte dan Hot Red Velvet, Anda dapat menikmati pengalaman rasa yang unik dan menyenangkan. Temukan kombinasi sempurna antara kopi, susu, dan sweets di setiap produk kami, siap memanjakan lidah Anda."
"Suweger, Wiyung",Minuman/Sweets/Kopi,"['Salted Caramel Brown Sugar + Pearl + Macchiato', 'Cookies N Cream M', 'Paket Isi 5 C', 'Cookies N Cream', 'Red Velvet Cheese L']","Suweger di Wiyung adalah tempat yang tepat bagi pecinta minuman dan makanan manis. Dengan pilihan produk yang menggugah selera seperti Salted Caramel Brown Sugar Macchiato dan Red Velvet Cheese, Suweger menawarkan pengalaman unik dengan rasa yang kaya dan beragam. Jangan lewatkan juga kudapan favorit seperti Cookies N Cream yang sempurna menemani pilihan minuman Anda."
"TEH OCA, Jedong Cangring",Minuman,"['Teh Original Besar', 'Teh Guava', 'Teh Susu Milo Kecil', 'Teh Sweet Orange', 'Teh Leci']","TEH OCA, Jedong Cangring adalah tempat yang ideal bagi pecinta teh dengan beragam pilihan minuman segar. Dengan kategori teh yang bervariasi, Anda dapat menikmati Teh Original Besar yang klasik, atau mencoba Teh Guava dan Teh Sweet Orange yang menyegarkan. Tidak ketinggalan, variasi unik seperti Teh Susu Milo Kecil dan Teh Leci siap memanjakan lidah Anda di setiap kesempatan."
THESTOCKSHOP,Jajanan/Minuman,"['Hunney Lemonade', 'Indonesian Meatball Soup Set', 'MALE ORANGE JUICE', 'TUNA ADDICT', 'MALE APPLE JUICE']","THESTOCKSHOP merupakan tempat yang sempurna untuk para pecinta jajanan dan minuman unik. Menawarkan beragam pilihan mulai dari minuman segar seperti Hunney Lemonade dan MALE ORANGE JUICE hingga sajian lezat seperti Indonesian Meatball Soup Set, THESTOCKSHOP siap memanjakan lidah Anda dengan berbagai cita rasa yang menggugah selera. Jangan lewatkan juga produk inovatif seperti TUNA ADDICT dan MALE APPLE JUICE yang menawarkan pengalaman kuliner yang berbeda!"
Tahu Go! Manyar,Jajanan/Minuman,"['Tahu Walik 10 Pcs', 'Kecap Souce', 'Tahu Go 10Pcs + 2 Yuzu 350ml', 'Tahu Walik 20 Pcs', 'Tahu Kriuk 5 Pcs + Es Permen Karet Suroboyo']","Tahu Go! Manyar adalah toko jajanan yang mengedepankan kelezatan tahu dengan berbagai variasi unik dan menggugah selera. Menawarkan pilihan seperti Tahu Walik dan Tahu Kriuk, setiap produk dirancang untuk memanjakan lidah anda dalam kategori makanan ringan yang praktis. Nikmati juga variasi minuman seperti Es Permen Karet Suroboyo untuk melengkapi pengalaman bersantap Anda."
Talk Kopi Kalasan,Minuman/Cepat saji/Kopi,"['Strawberry Latte', 'Cireng Rujak', 'Choco Banana Regal', 'Tiramisu Regal', 'Rhum Coffee Latte']","Talk Kopi Kalasan adalah tempat yang tepat untuk menikmati berbagai minuman kopi nikmat dan sajian cepat saji yang menggugah selera. Dengan variasi produk seperti Strawberry Latte yang segar, Cireng Rujak yang pedas dan renyah, serta Tiramisu Regal yang manis dan lembut, setiap kunjungan akan memberikan pengalaman kuliner yang memuaskan. Mari nikmati momen santai Anda di sini!"
"Tea Break, Tambaksari",Minuman,"['Banana Milk', 'Mango Milk Tea', 'Brown Sugar Milk', 'Love Me', 'Thai Milk Tea']","Tea Break di Tambaksari adalah tempat yang sempurna untuk menemukan berbagai minuman segar yang menggugah selera. Kami menawarkan beragam pilihan, mulai dari milk tea yang creamy hingga minuman berbasis buah yang menyegarkan. Rasakan kelezatan Banana Milk, Mango Milk Tea, dan Brown Sugar Milk, yang semuanya diracik dengan cinta untuk memanjakan lidah Anda."
"Tea Break, Tenggilis",Kopi,"['STMJ', 'Lychee Tea', 'Brown Sugar Milk', 'Mango Milk Tea', 'Taro Milk']","Tea Break di Tenggilis adalah tempat yang tepat untuk menikmati berbagai minuman unik berkualitas tinggi. Dengan pilihan produk seperti STMJ yang kaya akan rasa, Lychee Tea yang segar, dan berbagai variasi milk tea seperti Brown Sugar Milk dan Mango Milk Tea, Anda akan menemukan kombinasi sempurna antara cita rasa dan kesegaran. Setiap tegukan menjanjikan pengalaman yang menyegarkan dan memuaskan untuk para penggemar teh dan kopi."
"Toby's, Tenggilis",Cepat saji/Ayam & bebek,"['French Fries', 'Fruit Tea Pouch', 'Hemat Steak (French Fries)', 'Happy Box 2 With Drink', 'Seru Thai Tea 2']","Toby's di Tenggilis menawarkan pengalaman kuliner cepat saji yang memuaskan dengan pilihan menu berbasis ayam dan bebek yang menggugah selera. Nikmati berbagai hidangan, seperti Hemat Steak yang disajikan dengan French Fries renyah, atau segarkan hari Anda dengan Fruit Tea Pouch dan Seru Thai Tea. Dengan paket praktis seperti Happy Box 2 With Drink, Toby's adalah pilihan ideal bagi pecinta makanan praktis dan lezat."
"Toby's, Wiyung",Cepat saji/Ayam & bebek,"['Mujur 1', 'Berkah 1', 'Ayam Sayap', 'Mujur Combo', 'Seru 2']","Toby's di Wiyung adalah tempat yang tepat untuk pecinta cepat saji, khususnya ayam dan bebek. Menyajikan berbagai pilihan menu lezat seperti Ayam Sayap dan Mujur Combo, Toby's siap memuaskan selera Anda dengan cita rasa yang menggugah. Setiap hidangan diracik dengan bahan berkualitas, menjadikannya pilihan ideal untuk santapan cepat dan nikmat."
"Traffic Bun, Bawean",Barat,"['Orizona Hot Dog', 'Sei Diego Burger', 'Vegas Chicken Burger', 'Coca Cola', 'Traffic French Fries']","Traffic Bun adalah toko kuliner yang menyajikan berbagai hidangan cepat saji lezat khas Bawean. Nikmati pilihan makanan menggiurkan seperti Orizona Hot Dog dan Sei Diego Burger, serta minuman segar seperti Coca Cola. Selain itu, jangan lewatkan camilan renyah kami, Traffic French Fries, yang akan menemani setiap santapan Anda."
"Tritara Coffee, Gubeng",Minuman/Jajanan/Roti,"['Sempol Daging Ayam', 'Paket Hati', 'Keju Mozarella', 'Jagung Susu Keju Mozarella', 'Paket Kasih']","Tritara Coffee di Gubeng menawarkan pengalaman santap yang unik dengan berbagai pilihan minuman dan jajanan lezat. Nikmati kreasi seperti Sempol Daging Ayam dan Jagung Susu Keju Mozarella yang sempurna untuk menemani waktu bersantai Anda. Selain itu, paket spesial seperti Paket Hati dan Paket Kasih menjadi pilihan tepat untuk berbagi kebahagiaan dengan orang terkasih."
Truffle Belly Metropolis,Ayam & bebek/Aneka nasi,"['Truffle Chicken Garlic Cheese Mentai', 'Extra Truffle Oil', 'Truffle Saikoro Mentai Sauce', 'Truffle Chicken Mentai Sauce', 'Upgrade Butter Rice']","Truffle Belly Metropolis adalah tempat yang sempurna bagi penggemar ayam dan bebek, menawarkan aneka nasi yang dipadukan dengan cita rasa truffle yang menggoda. Dengan pilihan menu seperti Truffle Chicken Garlic Cheese Mentai dan Truffle Saikoro Mentai Sauce, setiap hidangan di sini menyajikan pengalaman kuliner yang unik dan memanjakan lidah. Jelajahi berbagai produk yang dirancang untuk meningkatkan setiap suapan, dari Extra Truffle Oil hingga Upgrade Butter Rice, memastikan santapan Anda selalu istimewa."
"Truffle Belly, Gwalk",Ayam & bebek/Aneka nasi,"['Mix Combo Mushroom - Mentai', 'Truffle Chicken Rice Mentai Garlic-Garlic Butter', 'Truffle Chicken Spicy Mentai NEKAD', 'Truffle Chicken Mentai-Mentai Garlic', 'Truffle Chicken Grilled Pesto Parmesan']","Truffle Belly adalah tempat yang sempurna untuk pecinta ayam dan bebek dengan sentuhan istimewa. Dengan berbagai pilihan aneka nasi yang menggugah selera, nikmati hidangan kreatif seperti Truffle Chicken Rice Mentai Garlic-Garlic Butter dan Mix Combo Mushroom - Mentai yang memadukan rasa gurih dan lezat. Setiap porsi diracik dengan cermat untuk memberikan pengalaman kuliner yang tak terlupakan."
